1,BLACK,1
2,BLACK,1
3,BLACK,1
4,BLACK,1
5,BLACK,1
6,BLACK,1
7,BLACK,1
8,BLACK,1
9,BLACK,1
10,BLACK,1
11,BLACK,1
12,BLACK,1
13,BLACK,1
14,BLACK,1
15,BLACK,1
16,BLACK,1
17,BLACK,1
18,BLACK,1
19,BLACK,1
20,BLACK,1
21,BLACK,1
22,BLACK,1
23,BLACK,1
24,BLACK,1
25,BLACK,1
26,BLACK,1
27,BLACK,1
28,BLACK,1
29,BLACK,1
30,BLACK,1
31,BLACK,1
32,BLACK,1
33,BLACK,1
34,BLACK,1
35,BLACK,1
36,BLACK,1
37,BLACK,1
38,BLACK,1
39,BLACK,1
40,BLACK,1
41,BLACK,1
42,BLACK,1
43,BLACK,1
44,BLACK,1
45,BLACK,1
46,BLACK,1
47,BLACK,1
48,BLACK,1
49,BLACK,1
50,BLACK,1
51,BLACK,1
52,BLACK,1
53,BLACK,1
54,BLACK,1
55,BLACK,1
56,BLACK,1
57,BLACK,1
58,BLACK,1
59,BLACK,1
60,BLACK,1
61,BLACK,1
62,BLACK,1
63,BLACK,1
64,BLACK,1
65,BLACK,1
66,BLACK,1
67,BLACK,1
68,BLACK,1
69,BLACK,1
70,BLACK,1
71,BLACK,1
72,BLACK,1
100,BLACK,1
101,BLACK,1
102,BLACK,1
103,BLACK,1
104,BLACK,1
105,BLACK,1
106,BLACK,1
107,BLACK,1
108,BLACK,1
109,BLACK,1
110,BLACK,1
111,BLACK,1
112,BLACK,1
113,BLACK,1
114,BLACK,1
115,BLACK,1
116,BLACK,1
117,BLACK,1
118,BLACK,1
119,BLACK,1
120,BLACK,1
121,BLACK,1
122,BLACK,1
123,BLACK,1
124,BLACK,1
125,BLACK,1
126,BLACK,1
127,BLACK,1
128,BLACK,1
129,BLACK,1
130,BLACK,1
131,BLACK,1
132,BLACK,1
133,BLACK,1
134,BLACK,1
135,BLACK,1
136,BLACK,1
137,BLACK,1
138,BLACK,1
139,BLACK,1
140,BLACK,1
141,BLACK,1
142,BLACK,1
143,BLACK,1
144,BLACK,1
145,BLACK,1
146,BLACK,1
147,BLACK,1
148,BLACK,1
149,BLACK,1
150,BLACK,1
151,BLACK,1
152,BLACK,1
153,BLACK,1
154,BLACK,1
155,BLACK,1
156,BLACK,1
157,BLACK,1
158,BLACK,1
159,BLACK,1
160,BLACK,1
161,BLACK,1
162,BLACK,1
163,BLACK,1
164,BLACK,1
165,BLACK,1
166,BLACK,1
167,BLACK,1
168,BLACK,1
169,BLACK,1
170,BLACK,1
171,BLACK,1
172,BLACK,1
173,BLACK,1
174,BLACK,1
175,BLACK,1
176,BLACK,1
177,BLACK,1
178,BLACK,1
179,BLACK,1
180,BLACK,1
181,BLACK,1
182,BLACK,1
183,BLACK,1
184,BLACK,1
185,BLACK,1
186,BLACK,1
187,BLACK,1
188,BLACK,1
189,BLACK,1
190,BLACK,1
191,BLACK,1
192,BLACK,1
193,BLACK,1
194,BLACK,1
195,BLACK,1
196,BLACK,1
197,BLACK,1
198,BLACK,1
199,BLACK,1
200,BLACK,1
201,BLACK,1
202,BLACK,1
203,BLACK,1
204,BLACK,1
205,BLACK,1
206,BLACK,1
207,BLACK,1
208,BLACK,1
209,BLACK,1
210,BLACK,1
211,BLACK,1
212,BLACK,1
213,BLACK,1
214,BLACK,1
215,BLACK,1
216,BLACK,1
